Entity,Code,Year,"Physicians (per 1,000 people) (per 1,000 people)"
United Kingdom,GBR,2016,2.825
United States,USA,1960,1.1
United States,USA,1965,1.2
United States,USA,1970,1.2
United States,USA,1975,1.3
United States,USA,1976,1.3
United States,USA,1977,1.3
United States,USA,1978,1.4
United States,USA,1979,1.4
United States,USA,1980,1.5
United States,USA,1981,1.5
United States,USA,1982,1.6
United States,USA,1983,1.6
United States,USA,1985,1.7
United States,USA,1986,1.7
United States,USA,1987,1.8
United States,USA,1988,1.8
United States,USA,1989,1.8
United States,USA,1990,1.8
United States,USA,1991,1.9
United States,USA,1992,1.9
United States,USA,1993,1.9
United States,USA,1995,2.428
United States,USA,1996,2
United States,USA,1997,2.1
United States,USA,1998,2.1
United States,USA,1999,2.2
United States,USA,2000,2.583
United States,USA,2001,2.2
United States,USA,2002,2.3
United States,USA,2004,2.704
United States,USA,2006,2.402
United States,USA,2007,2.41
United States,USA,2008,2.416
United States,USA,2009,2.422
United States,USA,2010,2.429
United States,USA,2011,2.458
United States,USA,2012,2.492
United States,USA,2013,2.554
United States,USA,2014,2.568
United States Virgin Islands,VIR,1990,1.65
United States Virgin Islands,VIR,1995,1.645
Upper middle income,,1990,1.34000637676152
Upper middle income,,2000,1.52273449738525
Upper middle income,,2013,1.91673464666251
Uruguay,URY,1960,1.064
Uruguay,URY,1965,1.136
Uruguay,URY,1970,1.093
Uruguay,URY,1975,1.111
Uruguay,URY,1981,1.997
Uruguay,URY,1984,1.926
Uruguay,URY,1985,1.947
Uruguay,URY,1990,3.68
Uruguay,URY,1992,3.226
Uruguay,URY,1995,3.56
Uruguay,URY,1996,3.703
Uruguay,URY,1999,3.745
Uruguay,URY,2002,3.721
Uruguay,URY,2007,4.181
Uruguay,URY,2008,3.938
Uruguay,URY,2010,3.736
Uzbekistan,UZB,1980,2.669
Uzbekistan,UZB,1985,2.694
Uzbekistan,UZB,1986,3.255
Uzbekistan,UZB,1987,3.319
Uzbekistan,UZB,1988,3.364
Uzbekistan,UZB,1989,3.386
Uzbekistan,UZB,1990,3.388
Uzbekistan,UZB,1991,3.425
Uzbekistan,UZB,1992,3.321
Uzbekistan,UZB,1993,3.338
Uzbekistan,UZB,1994,3.295
Uzbekistan,UZB,1995,3.239
Uzbekistan,UZB,1996,3.171
Uzbekistan,UZB,1997,3.115
Uzbekistan,UZB,1998,3.085
Uzbekistan,UZB,1999,2.975
Uzbekistan,UZB,2000,2.946
Uzbekistan,UZB,2001,2.885
Uzbekistan,UZB,2003,2.745
Uzbekistan,UZB,2005,2.65
Uzbekistan,UZB,2007,2.617
Uzbekistan,UZB,2009,2.561
Uzbekistan,UZB,2010,2.614
Uzbekistan,UZB,2011,2.576
Uzbekistan,UZB,2012,2.518
Uzbekistan,UZB,2013,2.479
Uzbekistan,UZB,2014,2.451
Vanuatu,VUT,1960,0.277
Vanuatu,VUT,1970,0.301
Vanuatu,VUT,1980,0.191
Vanuatu,VUT,1981,0.189
Vanuatu,VUT,1986,0.204
Vanuatu,VUT,1989,0.125
Vanuatu,VUT,1991,0.099
Vanuatu,VUT,1997,0.114
Vanuatu,VUT,2004,0.147
Vanuatu,VUT,2007,0.118
Vanuatu,VUT,2008,0.115
Vanuatu,VUT,2010,0.116
Vanuatu,VUT,2012,0.186
Venezuela,VEN,1960,0.666
Venezuela,VEN,1965,0.815
Venezuela,VEN,1970,0.883
Venezuela,VEN,1974,0.904
Venezuela,VEN,1975,0.904
Venezuela,VEN,1976,0.904
Venezuela,VEN,1980,0.83
Venezuela,VEN,1981,0.996
Venezuela,VEN,1982,0.833
Venezuela,VEN,1984,1.436
Venezuela,VEN,1985,1.196
Venezuela,VEN,1986,1.399
Venezuela,VEN,1987,1.401
Venezuela,VEN,1988,1.6
Venezuela,VEN,1989,1.695
Venezuela,VEN,1990,1.564
Venezuela,VEN,1995,1.94
Venezuela,VEN,2001,1.925
Vietnam,VNM,1980,0.241
Vietnam,VNM,1981,0.247
Vietnam,VNM,1986,1.056
Vietnam,VNM,1989,0.391
Vietnam,VNM,1990,0.404
Vietnam,VNM,1991,0.407
Vietnam,VNM,1992,0.437
Vietnam,VNM,1997,0.569
Vietnam,VNM,1998,0.48
Vietnam,VNM,1999,0.515
Vietnam,VNM,2001,0.522
Vietnam,VNM,2002,0.549
Vietnam,VNM,2005,0.611
Vietnam,VNM,2006,0.621
Vietnam,VNM,2007,0.639
Vietnam,VNM,2008,0.662
Vietnam,VNM,2009,0.695
Vietnam,VNM,2010,0.695
Vietnam,VNM,2011,1.152
Vietnam,VNM,2012,0.816
Vietnam,VNM,2013,1.18
Vietnam,VNM,2014,0.777
Vietnam,VNM,2015,0.79
Vietnam,VNM,2016,0.821
World,OWID_WRL,1990,1.25825872644808
World,OWID_WRL,2000,1.28895390127724
World,OWID_WRL,2013,1.4890209888016
Yemen,YEM,1960,0.023
Yemen,YEM,1965,0.032
Yemen,YEM,1970,0.029
Yemen,YEM,1981,0.145
Yemen,YEM,1985,0.171
Yemen,YEM,1990,0.007
Yemen,YEM,1995,0.247
Yemen,YEM,1996,0.23
Yemen,YEM,1997,0.233
Yemen,YEM,1998,0.2
Yemen,YEM,2001,0.219
Yemen,YEM,2004,0.338
Yemen,YEM,2008,0.31
Yemen,YEM,2009,0.31
Yemen,YEM,2014,0.311
Zambia,ZMB,1960,0.107
Zambia,ZMB,1965,0.088
Zambia,ZMB,1970,0.073
Zambia,ZMB,1975,0.074
Zambia,ZMB,1980,0.076
Zambia,ZMB,1981,0.126
Zambia,ZMB,1983,0.14
Zambia,ZMB,1985,0.141
Zambia,ZMB,1990,0.092
Zambia,ZMB,1995,0.069
Zambia,ZMB,2004,0.128
Zambia,ZMB,2005,0.054
Zambia,ZMB,2006,0.052
Zambia,ZMB,2008,0.061
Zambia,ZMB,2009,0.059
Zambia,ZMB,2010,0.06
Zambia,ZMB,2011,0.161
Zambia,ZMB,2012,0.162
Zambia,ZMB,2016,0.091
Zimbabwe,ZWE,1960,0.202
Zimbabwe,ZWE,1965,0.125
Zimbabwe,ZWE,1970,0.162
Zimbabwe,ZWE,1975,0.158
Zimbabwe,ZWE,1980,0.161
Zimbabwe,ZWE,1981,0.139
Zimbabwe,ZWE,1985,0.162
Zimbabwe,ZWE,1987,0.135
Zimbabwe,ZWE,1990,0.126
Zimbabwe,ZWE,1995,0.14
Zimbabwe,ZWE,2002,0.057
Zimbabwe,ZWE,2004,0.162
Zimbabwe,ZWE,2007,0.05
Zimbabwe,ZWE,2008,0.055
Zimbabwe,ZWE,2009,0.06
Zimbabwe,ZWE,2010,0.066
Zimbabwe,ZWE,2011,0.074
Zimbabwe,ZWE,2012,0.073
Zimbabwe,ZWE,2013,0.075
Zimbabwe,ZWE,2014,0.077
